round,labels_used,surrogate_acc,surrogate_auc,surrogate_precision,surrogate_recall,surrogate_f1,agreement_with_target
0,2000,0.77375,0.8920272132929556,0.558252427184466,0.750232991612302,0.6401590457256461,0.77375
1,4089,0.7705,0.8594596505014376,0.5579655946148093,0.6952469711090401,0.6190871369294606,0.7705
