round,labels_used,queries_used,optimal_threshold,surrogate_acc,surrogate_acc_vs_oracle,surrogate_balanced_acc,surrogate_auc,surrogate_precision,surrogate_recall,surrogate_f1,agreement_with_target,oracle_acc_vs_gt
0,2000,-1000,0.75,0.8915,0.935,0.8914747868696717,0.9604727618190455,0.8945233265720081,0.8864321608040201,0.8904593639575972,0.935,0.922
1,4000,1000,0.8,0.905,0.9475,0.9049351233780845,0.9691917297932449,0.9149484536082474,0.8919597989949749,0.9033078880407125,0.9475,0.922
