round,labels_used,surrogate_acc,surrogate_auc,surrogate_precision,surrogate_recall,surrogate_f1,agreement_with_target
0,2000,0.9825,0.8335743245158913,0.9836642372455391,0.9987241643276346,0.9911369967080274,0.9825
1,3000,0.983,0.877557577991362,0.9836724441095203,0.9992344985965808,0.9913924050632912,0.983
2,4000,0.98575,0.8864285736787225,0.9876262626262626,0.9979586629242153,0.9927655793882473,0.98575
