round,labels_used,queries_used,optimal_threshold,surrogate_acc,surrogate_acc_vs_oracle,surrogate_balanced_acc,surrogate_auc,surrogate_precision,surrogate_recall,surrogate_f1,agreement_with_target,oracle_acc_vs_gt
0,2000,-1000,0.8,0.90925,0.9825,0.9227724552094222,0.9535509557320622,0.8172222222222222,0.9774086378737542,0.8901664145234494,0.9825,0.90125
1,4000,1000,0.89,0.9055,0.98325,0.9179208916171213,0.9529339076824747,0.8153329602686066,0.9681063122923588,0.8851761846901579,0.98325,0.90125
