round,labels_used,queries_used,optimal_threshold,surrogate_acc,surrogate_acc_vs_oracle,surrogate_balanced_acc,surrogate_auc,surrogate_precision,surrogate_recall,surrogate_f1,agreement_with_target,oracle_acc_vs_gt
0,2000,-1000,0.1,0.72075,0.99875,0.7413504750364517,0.8361489756922483,0.5926456542502387,0.8245847176079735,0.6896360100027785,0.99875,0.62375
1,4000,1000,0.13,0.72125,0.99875,0.7421467519757122,0.8054298630483558,0.5929456625357483,0.826578073089701,0.6905356647238412,0.99875,0.62375
